noise_type,param_name,param_value,track_id,KF_clean,KF_noisy,RMSE_change,RMSE_ratio
gaussian,noise_level,0.0,7868036_1,0.061153146087921106,0.061153147629159084,1.541237977520371e-09,1.0000000252029222
gaussian,noise_level,0.0,7868074_1,0.03985262667231031,0.039852626893720426,2.2141011940535194e-10,1.000000005555722
gaussian,noise_level,0.0,7868086_1,0.05505679713390161,0.05505679899919307,1.8652914629546657e-09,1.0000000338794037
gaussian,noise_level,0.0,7868155_2,0.0762750474270267,0.0762750451244143,-2.3026124063019182e-09,0.9999999698117211
gaussian,noise_level,0.0,7868167_1,0.04866042961824714,0.048660428719890125,-8.983570137788277e-10,0.9999999815382433
gaussian,noise_level,0.0,7868172_1,0.07901410579852734,0.07901410478830369,-1.0102236547293586e-09,0.9999999872146417
gaussian,noise_level,0.0,7868180_1,0.07091581341872927,0.0709158147310069,1.3122776337803899e-09,1.000000018504725
gaussian,noise_level,0.0,7868188_1,0.05879687301861914,0.05879687406345562,1.0448364812232214e-09,1.000000017770273
gaussian,noise_level,0.0,7868249_1,0.03192224668566435,0.03192224592026001,-7.654043440719072e-10,0.9999999760228548
gaussian,noise_level,0.0,7868249_2,0.06151121732989655,0.06151121721460555,-1.1529099896989692e-10,0.9999999981256915
gaussian,noise_level,0.0,7868282_1,0.054268322266814745,0.05426832193497849,-3.318362529203256e-10,0.9999999938852678
gaussian,noise_level,0.0,7868282_2,0.06845454274502208,0.06845454271374113,-3.128095005244802e-11,0.9999999995430405
gaussian,noise_level,0.0,7868324_1,0.0473406958717873,0.04734069725410768,1.382320383158664e-09,1.0000000291994098
gaussian,noise_level,0.0,7868406_1,0.058104950599192795,0.05810495015448038,-4.4471241272825424e-10,0.9999999923463938
gaussian,noise_level,0.0,7868429_1,0.04121455508043174,0.041214554774368854,-3.0606288337065024e-10,0.9999999925739127
gaussian,noise_level,0.0,7868782_2,0.08891848170929949,0.08891847733503432,-4.374265172302216e-09,0.9999999508058944
gaussian,noise_level,0.0,7869079_1,0.0608044548923012,0.06080445438671433,-5.055868709802347e-10,0.9999999916850357
gaussian,noise_level,0.0,7869079_2,0.062018953548692066,0.06201895547272152,1.924029456590315e-09,1.0000000310232493
gaussian,noise_level,0.0,7869111_3,0.05018155470935512,0.05018155461039725,-9.895786967639708e-11,0.9999999980280031
gaussian,noise_level,0.0,7869119_1,0.050589303131905655,0.050589302921776144,-2.1012951101351263e-10,0.9999999958463648
gaussian,noise_level,0.0,7869119_2,0.06972965586793317,0.06972965515426295,-7.136702201426814e-10,0.9999999897651837
gaussian,noise_level,0.0,7869220_1,0.08425342158964466,0.08425341973352622,-1.8561184395027297e-09,0.9999999779698153
gaussian,noise_level,0.0,7869415_1,0.08067539977080054,0.08067540207880315,2.3080026084754124e-09,1.0000000286085053
gaussian,noise_level,0.0,7869487_1,0.0848777690147659,0.08487776475139648,-4.26336942138672e-09,0.999999949770482
gaussian,noise_level,0.0,7869590_1,0.06920832596422001,0.0692083275730475,1.6088274878978126e-09,1.0000000232461552
gaussian,noise_level,0.0,7869590_2,0.05410533670105144,0.05410533598455475,-7.164966953077112e-10,0.9999999867573748
gaussian,noise_level,0.0,7869590_3,0.04325047016865147,0.04325046907689726,-1.0917542078714426e-09,0.9999999747574025
gaussian,noise_level,0.0,7869590_4,0.08520878365723064,0.08520877959342826,-4.063802377940462e-09,0.9999999523077058
gaussian,noise_level,0.0,7869982_1,0.07076560753177767,0.07076560633938529,-1.1923923792789282e-09,0.9999999831501146
gaussian,noise_level,0.0,7870086_1,0.05662256493604473,0.05662256661091009,1.6748653644538258e-09,1.0000000295794682
gaussian,noise_level,0.0,7870086_3,0.07303139982839242,0.07303139852813646,-1.3002559584585072e-09,0.9999999821959327
gaussian,noise_level,0.0,7870086_4,0.07081815552856124,0.07081815465033345,-8.782277960417417e-10,0.9999999875988327
gaussian,noise_level,0.0,7870213_1,0.06300479260721269,0.06300479308595643,4.787437390962879e-10,1.000000007598529
gaussian,noise_level,0.0,7870340_1,0.040671370768265214,0.04067136999983088,-7.684343369951385e-10,0.9999999811062592
gaussian,noise_level,0.0,7870614_1,0.060862875014243444,0.06086287525954827,2.4530482506390783e-10,1.0000000040304509
gaussian,noise_level,0.0,7870614_2,0.06574387800584539,0.06574387821731044,2.1146505380098546e-10,1.000000003216498
gaussian,noise_level,0.0,7870931_1,0.03810819904122509,0.03810819875486945,-2.8635564058854257e-10,0.999999992485721
gaussian,noise_level,0.0,7870936_1,0.06096542900465916,0.06096543101671526,2.012056105060722e-09,1.0000000330032306
gaussian,noise_level,0.0,7870964_5,0.07424036136424056,0.07424036069616094,-6.680796194036276e-10,0.9999999910011265
gaussian,noise_level,0.0,7871347_1,0.039963167251632646,0.03996316596911008,-1.2825225673140928e-09,0.9999999679073843
gaussian,noise_level,0.0,7871347_2,0.05358516516729281,0.053585167086904535,1.9196117265196655e-09,1.0000000358235666
gaussian,noise_level,0.0,7871520_1,0.0796018696841298,0.07960187165669773,1.9725679284432474e-09,1.0000000247804222
gaussian,noise_level,0.0,7871598_1,0.06891975637291335,0.06891975530822476,-1.064688587293361e-09,0.9999999845517651
gaussian,noise_level,0.0,7872018_1,0.07310458502567198,0.07310458395713017,-1.0685418105893518e-09,0.9999999853833818
gaussian,noise_level,0.0,7872054_1,0.05982381517038742,0.0598238138844522,-1.2859352194194429e-09,0.9999999785046271
gaussian,noise_level,0.0,7872144_1,0.07322799116744147,0.0732279928927462,1.7253047324139459e-09,1.0000000235607274
gaussian,noise_level,0.0,7872144_2,0.06836423089959068,0.06836423031824972,-5.813409614807696e-10,0.9999999914964163
gaussian,noise_level,0.0,7872144_3,0.029325259037395843,0.029325259860893117,8.234972738441204e-10,1.0000000280815005
gaussian,noise_level,0.0,7872300_1,0.06816936720810977,0.06816936902633139,1.8182216149353891e-09,1.000000026672121
gaussian,noise_level,0.0,7872695_1,0.06603559780632243,0.06603559853665944,7.303370130884446e-10,1.0000000110597471
gaussian,noise_level,0.0,7872700_1,0.04123132649411207,0.04123132637717335,-1.1693872259410654e-10,0.9999999971638379
gaussian,noise_level,0.0,7872706_1,0.03747127767869564,0.037471278430168634,7.514729949420484e-10,1.0000000200546404
gaussian,noise_level,0.0,7872706_2,0.07297813422459601,0.07297813099956721,-3.2250287995694293e-09,0.9999999558082865
gaussian,noise_level,0.0,7970895_1,0.04742758856381115,0.04742759046433319,1.9005220383561117e-09,1.0000000400720783
gaussian,noise_level,0.00045454545454545455,7864341_1,0.039520374849658986,0.03953711247135285,1.6737621693865834e-05,1.0004235187990382
gaussian,noise_level,0.00045454545454545455,7865069_1,0.036879682912860964,0.03682273501543088,-5.694789743008327e-05,0.9984558463378159
gaussian,noise_level,0.00045454545454545455,7865069_2,0.07505632390785508,0.07501608235512237,-4.0241552732703245e-05,0.9994638486054539
gaussian,noise_level,0.00045454545454545455,7865263_3,0.047851614652595104,0.047841110291769164,-1.0504360825940029e-05,0.9997804805354594
gaussian,noise_level,0.00045454545454545455,7865465_1,0.05672539889082253,0.056704419582903544,-2.097930791898628e-05,0.9996301602398713
gaussian,noise_level,0.00045454545454545455,7865574_2,0.07459300963724169,0.07453930912872972,-5.370050851197239e-05,0.9992800865821995
gaussian,noise_level,0.00045454545454545455,7865692_1,0.08520472514574363,0.0853002185659696,9.549342022596718e-05,1.0011207526350518
gaussian,noise_level,0.00045454545454545455,7865723_1,0.0632603297872706,0.06325773039232294,-2.5993949476638134e-06,0.9999589095574366
gaussian,noise_level,0.00045454545454545455,7865797_1,0.08408131765327916,0.08403822905394487,-4.3088599334287214e-05,0.9994875365831923
gaussian,noise_level,0.00045454545454545455,7865857_2,0.08459068790370032,0.08460718481016517,1.6496906464852357e-05,1.0001950203606764
gaussian,noise_level,0.00045454545454545455,7865994_1,0.033685528643038976,0.03371969263387496,3.4163990835986424e-05,1.0010142037905363
gaussian,noise_level,0.00045454545454545455,7866314_1,0.0762617878175273,0.07630025145142898,3.8463633901683614e-05,1.000504363128671
gaussian,noise_level,0.00045454545454545455,7866321_1,0.04991075750225983,0.04990805760390189,-2.6998983579384905e-06,0.9999459054822437
gaussian,noise_level,0.00045454545454545455,7866321_2,0.057940340400752584,0.05790620806639907,-3.4132334353516314e-05,0.9994109055259697
gaussian,noise_level,0.00045454545454545455,7866461_1,0.03140434207413889,0.031367449813674404,-3.689226046448696e-05,0.9988252496938993
gaussian,noise_level,0.00045454545454545455,7866461_2,0.06300667235320136,0.06299875579149872,-7.916561702639435e-06,0.9998743535976911
gaussian,noise_level,0.00045454545454545455,7866464_2,0.08614334845042504,0.08608895659866347,-5.439185176156491e-05,0.9993685890699632
gaussian,noise_level,0.00045454545454545455,7866535_1,0.050836384487645984,0.05080924781213375,-2.7136675512233477e-05,0.9994661958007885
gaussian,noise_level,0.00045454545454545455,7866570_1,0.07114303583589215,0.07107883330552621,-6.420253036594492e-05,0.9990975570607635
gaussian,noise_level,0.00045454545454545455,7866570_2,0.07640785275281842,0.0764171883879793,9.335635160881428e-06,1.0001221816190946
gaussian,noise_level,0.00045454545454545455,7866603_1,0.03900451163475016,0.03900140771128749,-3.1039234626717427e-06,0.9999204214247895
gaussian,noise_level,0.00045454545454545455,7866620_1,0.039746605894165524,0.039741234917098335,-5.3709770671886425e-06,0.9998648695417794
gaussian,noise_level,0.00045454545454545455,7866620_3,0.0574292518108588,0.05738171649366809,-4.7535317190705584e-05,0.9991722804025506
gaussian,noise_level,0.00045454545454545455,7866620_4,0.062341710707451585,0.062371981060135764,3.027035268417938e-05,1.0004855553744143
gaussian,noise_level,0.00045454545454545455,7866726_1,0.0680534346120343,0.06803398850272828,-1.944610930601498e-05,0.9997142523457211
gaussian,noise_level,0.00045454545454545455,7867097_1,0.07483592724767257,0.07483188013996732,-4.047107705254516e-06,0.9999459202570997
gaussian,noise_level,0.00045454545454545455,7867097_2,0.07403749174950168,0.0741042395368554,6.674778735371589e-05,1.0009015403652457
gaussian,noise_level,0.00045454545454545455,7867214_1,0.05924426901980404,0.0591968432543826,-4.742576542144522e-05,0.9991994877106917
gaussian,noise_level,0.00045454545454545455,7867378_1,0.08935936522010286,0.0894016005885155,4.223536841263531e-05,1.0004726462448408
gaussian,noise_level,0.00045454545454545455,7867404_1,0.035633914668397305,0.0356276241880274,-6.290480369902651e-06,0.9998234692868173
gaussian,noise_level,0.00045454545454545455,7867447_1,0.06546837828324895,0.06538623013495072,-8.214814829822503e-05,0.998745224023378
gaussian,noise_level,0.00045454545454545455,7867447_2,0.07499675026130057,0.07512604796713775,0.0001292977058371808,1.001724044113734
gaussian,noise_level,0.00045454545454545455,7867498_1,0.06064378045177305,0.06072061637311789,7.683592134483802e-05,1.0012670041473741
gaussian,noise_level,0.00045454545454545455,7867498_2,0.08546572282998008,0.08549910475801618,3.338192803610529e-05,1.0003905884947877
gaussian,noise_level,0.00045454545454545455,7867625_1,0.06568981612583094,0.06564929348753878,-4.052263829215641e-05,0.9993831214534908
gaussian,noise_level,0.00045454545454545455,7867633_1,0.06864054136277732,0.06865101153486798,1.0470172090659702e-05,1.0001525362691317
gaussian,noise_level,0.00045454545454545455,7867633_2,0.06820998719843527,0.06827177442541983,6.178722698456374e-05,1.000905838419304
gaussian,noise_level,0.00045454545454545455,7867675_1,0.07465865401612486,0.07470653774364443,4.788372751957093e-05,1.0006413687488824
gaussian,noise_level,0.00045454545454545455,7867680_1,0.06658198240599376,0.06653514737494794,-4.6835031045827646e-05,0.9992965810065515
gaussian,noise_level,0.00045454545454545455,7867715_1,0.04639408401089546,0.04643964203722306,4.555802632760092e-05,1.0009819792178007
gaussian,noise_level,0.00045454545454545455,7867732_1,0.05305992806818507,0.053021530246738016,-3.839782144705178e-05,0.9992763310685663
gaussian,noise_level,0.00045454545454545455,7867732_2,0.08665076160944256,0.08665100455645193,2.429470093712194e-07,1.0000028037492672
gaussian,noise_level,0.00045454545454545455,7867769_1,0.07301055039976165,0.07291963487143456,-9.091552832708738e-05,0.9987547617730685
gaussian,noise_level,0.00045454545454545455,7867769_2,0.07147900322313197,0.07148442369426054,5.42047112857269e-06,1.0000758330542419
gaussian,noise_level,0.00045454545454545455,7867785_1,0.07887555300975575,0.07888267467031451,7.121660558759291e-06,1.0000902898336304
gaussian,noise_level,0.00045454545454545455,7867977_1,0.0592195431958644,0.0591821907377273,-3.7352458137102085e-05,0.9993692545379224
gaussian,noise_level,0.00045454545454545455,7868036_1,0.061153146087921106,0.06112079905002629,-3.23470378948143e-05,0.9994710486710151
gaussian,noise_level,0.00045454545454545455,7868074_1,0.03985262667231031,0.03984074518229716,-1.1881490013146423e-05,0.9997018643184842
gaussian,noise_level,0.00045454545454545455,7868086_1,0.05505679713390161,0.054982657134689625,-7.413999921198483e-05,0.9986533906243824
gaussian,noise_level,0.00045454545454545455,7868155_2,0.0762750474270267,0.07632444166274678,4.939423572007662e-05,1.0006475805310686
gaussian,noise_level,0.00045454545454545455,7868167_1,0.04866042961824714,0.04864515187129153,-1.5277746955609517e-05,0.9996860334552023
gaussian,noise_level,0.00045454545454545455,7868172_1,0.07901410579852734,0.07906995616304073,5.5850364513387873e-05,1.0007068404299329
gaussian,noise_level,0.00045454545454545455,7868180_1,0.07091581341872927,0.07085087842843027,-6.493499029899819e-05,0.9990843369458997
gaussian,noise_level,0.00045454545454545455,7868188_1,0.05879687301861914,0.058844366336970065,4.749331835092463e-05,1.0008077524520034
gaussian,noise_level,0.00045454545454545455,7868249_1,0.03192224668566435,0.0319140602935298,-8.186392134554299e-06,0.9997435521310525
gaussian,noise_level,0.00045454545454545455,7868249_2,0.06151121732989655,0.06149537538624199,-1.584194365455982e-05,0.9997424543954382
gaussian,noise_level,0.00045454545454545455,7868282_1,0.054268322266814745,0.054145188329903886,-0.0001231339369108589,0.9977310163320424
gaussian,noise_level,0.00045454545454545455,7868282_2,0.06845454274502208,0.06836866128701162,-8.588145801045888e-05,0.9987454235385028
gaussian,noise_level,0.00045454545454545455,7868324_1,0.0473406958717873,0.04740915746062688,6.846158883958009e-05,1.0014461466520264
gaussian,noise_level,0.00045454545454545455,7868406_1,0.058104950599192795,0.058103994883949094,-9.557152437014715e-07,0.9999835519136692
gaussian,noise_level,0.00045454545454545455,7868429_1,0.04121455508043174,0.041240629203765644,2.6074123333906518e-05,1.0006326435717436
gaussian,noise_level,0.00045454545454545455,7868782_2,0.08891848170929949,0.08894319028428514,2.4708574985654597e-05,1.00027787895734
gaussian,noise_level,0.00045454545454545455,7869079_1,0.0608044548923012,0.06084276476223095,3.830986992975349e-05,1.0006300503803152
gaussian,noise_level,0.00045454545454545455,7869079_2,0.062018953548692066,0.06200906701389797,-9.886534794098512e-06,0.9998405884938653
gaussian,noise_level,0.00045454545454545455,7869111_3,0.05018155470935512,0.05019308833555048,1.1533626195360525e-05,1.0002298379606245
gaussian,noise_level,0.00045454545454545455,7869119_1,0.050589303131905655,0.050592402521595796,3.0993896901407303e-06,1.0000612657122803
gaussian,noise_level,0.00045454545454545455,7869119_2,0.06972965586793317,0.06984960104963049,0.00011994518169732016,1.001720145900684
gaussian,noise_level,0.00045454545454545455,7869220_1,0.08425342158964466,0.08425191704154551,-1.5045480991487947e-06,0.9999821425875559
gaussian,noise_level,0.00045454545454545455,7869415_1,0.08067539977080054,0.0807205238214212,4.5124050620654055e-05,1.0005593285034702
gaussian,noise_level,0.00045454545454545455,7869487_1,0.0848777690147659,0.08482049830919695,-5.727070556894864e-05,0.9993252567046268
gaussian,noise_level,0.00045454545454545455,7869590_1,0.06920832596422001,0.06920941581130757,1.0898470875625454e-06,1.0000157473406903
gaussian,noise_level,0.00045454545454545455,7869590_2,0.05410533670105144,0.054141294442165894,3.5957741114450714e-05,1.0006645876970164
gaussian,noise_level,0.00045454545454545455,7869590_3,0.04325047016865147,0.04320017240068251,-5.029776796895702e-05,0.9988370584695883
gaussian,noise_level,0.00045454545454545455,7869590_4,0.08520878365723064,0.08528417646653565,7.539280930500547e-05,1.000884800909825
gaussian,noise_level,0.00045454545454545455,7869982_1,0.07076560753177767,0.0707362792019459,-2.932832983176814e-05,0.9995855567293958
gaussian,noise_level,0.00045454545454545455,7870086_1,0.05662256493604473,0.05658788088948483,-3.468404655989493e-05,0.9993874518648339
gaussian,noise_level,0.00045454545454545455,7870086_3,0.07303139982839242,0.0731502419849065,0.00011884215651407348,1.0016272747995154
gaussian,noise_level,0.00045454545454545455,7870086_4,0.07081815552856124,0.07080174286243446,-1.6412666126786046e-05,0.9997682421124316
gaussian,noise_level,0.00045454545454545455,7870213_1,0.06300479260721269,0.06299586544925243,-8.927157960261778e-06,0.9998583098588084
gaussian,noise_level,0.00045454545454545455,7870340_1,0.040671370768265214,0.040673941526325814,2.570758060600753e-06,1.000063208050578
gaussian,noise_level,0.00045454545454545455,7870614_1,0.060862875014243444,0.060859411216748,-3.463797495446841e-06,0.9999430885002617
gaussian,noise_level,0.00045454545454545455,7870614_2,0.06574387800584539,0.06567216719409838,-7.171081174700555e-05,0.9989092397053209
gaussian,noise_level,0.00045454545454545455,7870931_1,0.03810819904122509,0.03807304827919207,-3.51507620330177e-05,0.999077606317869
gaussian,noise_level,0.00045454545454545455,7870936_1,0.06096542900465916,0.06092375312781634,-4.167587684281854e-05,0.9993164014832138
gaussian,noise_level,0.00045454545454545455,7870964_5,0.07424036136424056,0.07425981640755432,1.9455043313756915e-05,1.000262054803563
gaussian,noise_level,0.00045454545454545455,7871347_1,0.039963167251632646,0.04001408627144514,5.091901981249536e-05,1.0012741487553245
gaussian,noise_level,0.00045454545454545455,7871347_2,0.05358516516729281,0.05362555816891754,4.039300162473475e-05,1.000753809407858
gaussian,noise_level,0.00045454545454545455,7871520_1,0.0796018696841298,0.07951458264025604,-8.728704387375719e-05,0.9989034548532576
gaussian,noise_level,0.00045454545454545455,7871598_1,0.06891975637291335,0.068868663046369,-5.109332654434917e-05,0.999258654858443
gaussian,noise_level,0.00045454545454545455,7872018_1,0.07310458502567198,0.07317691129808186,7.232627240988387e-05,1.0009893534363745
gaussian,noise_level,0.00045454545454545455,7872054_1,0.05982381517038742,0.059795214227647955,-2.8600942739466506e-05,0.9995219137619691
gaussian,noise_level,0.00045454545454545455,7872144_1,0.07322799116744147,0.07316524390020405,-6.274726723741464e-05,0.9991431245588325
gaussian,noise_level,0.00045454545454545455,7872144_2,0.06836423089959068,0.0683735723503277,9.34145073702708e-06,1.0001366423729794
gaussian,noise_level,0.00045454545454545455,7872144_3,0.029325259037395843,0.029331727595648338,6.468558252495371e-06,1.000220579748136
gaussian,noise_level,0.00045454545454545455,7872300_1,0.06816936720810977,0.06818729828551398,1.7931077404206852e-05,1.0002630371696053
gaussian,noise_level,0.00045454545454545455,7872695_1,0.06603559780632243,0.06606346723386708,2.786942754465227e-05,1.000422036423845
gaussian,noise_level,0.00045454545454545455,7872700_1,0.04123132649411207,0.041270767376972606,3.9440882860536375e-05,1.0009565756480372
gaussian,noise_level,0.00045454545454545455,7872706_1,0.03747127767869564,0.03744699663982483,-2.4281038870810345e-05,0.9993520093155346
gaussian,noise_level,0.00045454545454545455,7872706_2,0.07297813422459601,0.07300867326110991,3.053903651389911e-05,1.0004184683102464
gaussian,noise_level,0.00045454545454545455,7970895_1,0.04742758856381115,0.04742619422838041,-1.3943354307405231e-06,0.9999706007521579
gaussian,noise_level,0.0009090909090909091,7864341_1,0.039520374849658986,0.039554219418256036,3.384456859704954e-05,1.0008563827829517
gaussian,noise_level,0.0009090909090909091,7865069_1,0.036879682912860964,0.036765766552031766,-0.00011391636082919848,0.9969111350252561
gaussian,noise_level,0.0009090909090909091,7865069_2,0.07505632390785508,0.07497708757068054,-7.923633717453471e-05,0.9989443083134233
gaussian,noise_level,0.0009090909090909091,7865263_3,0.047851614652595104,0.047831621374550486,-1.999327804461798e-05,0.9995821817468487
gaussian,noise_level,0.0009090909090909091,7865465_1,0.05672539889082253,0.056684789379798886,-4.060951102364402e-05,0.9992841035617607
gaussian,noise_level,0.0009090909090909091,7865574_2,0.07459300963724169,0.07448622524164437,-0.00010678439559731745,0.9985684396417757
gaussian,noise_level,0.0009090909090909091,7865692_1,0.08520472514574363,0.08539760627779847,0.00019288113205483126,1.0022637375066337
gaussian,noise_level,0.0009090909090909091,7865723_1,0.0632603297872706,0.06325616480698888,-4.164980281717856e-06,0.9999341612619517
gaussian,noise_level,0.0009090909090909091,7865797_1,0.08408131765327916,0.08399639573433719,-8.492191894196588e-05,0.9989900025200348
gaussian,noise_level,0.0009090909090909091,7865857_2,0.08459068790370032,0.08462663081757009,3.594291386976867e-05,1.000424903907989
gaussian,noise_level,0.0009090909090909091,7865994_1,0.033685528643038976,0.03375463209039304,6.910344735406443e-05,1.0020514283176716
gaussian,noise_level,0.0009090909090909091,7866314_1,0.0762617878175273,0.0763393941058093,7.760628828200333e-05,1.0010176300674682
gaussian,noise_level,0.0009090909090909091,7866321_1,0.04991075750225983,0.04990655679354939,-4.200708710440371e-06,0.9999158356049745
gaussian,noise_level,0.0009090909090909091,7866321_2,0.057940340400752584,0.057873098670456494,-6.72417302960901e-05,0.9988394660813001
gaussian,noise_level,0.0009090909090909091,7866461_1,0.03140434207413889,0.0313316973934448,-7.264468069408808e-05,0.9976867950131676
gaussian,noise_level,0.0009090909090909091,7866461_2,0.06300667235320136,0.06299341049129753,-1.326186190382661e-05,0.9997895165478747
gaussian,noise_level,0.0009090909090909091,7866464_2,0.08614334845042504,0.08603539106299628,-0.00010795738742876149,0.9987467704776894
gaussian,noise_level,0.0009090909090909091,7866535_1,0.050836384487645984,0.050782669208868064,-5.3715278777920206e-05,0.998943369413083
gaussian,noise_level,0.0009090909090909091,7866570_1,0.07114303583589215,0.071015552725221,-0.00012748311067115048,0.9982080732263771
gaussian,noise_level,0.0009090909090909091,7866570_2,0.07640785275281842,0.07642740630781544,1.9553554997026046e-05,1.0002559102800634
gaussian,noise_level,0.0009090909090909091,7866603_1,0.03900451163475016,0.038998913010341356,-5.598624408804931e-06,0.9998564621328622
gaussian,noise_level,0.0009090909090909091,7866620_1,0.039746605894165524,0.03973705232887233,-9.55356529319662e-06,0.9997596382111561
gaussian,noise_level,0.0009090909090909091,7866620_3,0.0574292518108588,0.05733562004339741,-9.363176746138985e-05,0.9983696154048852
gaussian,noise_level,0.0009090909090909091,7866620_4,0.062341710707451585,0.06240364457693923,6.193386948764174e-05,1.0009934579719553
